county,city,state,model_year,make,model,type,cafv_eligibility,electric_utility
Pierce,Spanaway,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Mason,Shelton,WA,2024,LEXUS,RZ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
Kitsap,Bremerton,WA,2020,VOLVO,XC60,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Kitsap,Kingston,WA,2022,RIVIAN,R1T,BEV,Unknown,PUGET SOUND ENERGY INC
King,Seattle,WA,2022,PORSCHE,PANAMERA,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Auburn,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Kingston,WA,2021,AUDI,E-TRON,BEV,Eligible,PUGET SOUND ENERGY INC
Chelan,Cashmere,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,PUD NO 1 OF CHELAN COUNTY
King,Enumclaw,WA,2020,TESLA,MODEL Y,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kirkland,WA,2022,AUDI,Q5,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2021,BMW,530E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Shoreline,WA,2022,AUDI,Q4,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Chelan,Wenatchee,WA,2018,TESLA,MODEL S,BEV,Eligible,PUD NO 1 OF CHELAN COUNTY
Clark,Camas,WA,2024,HYUNDAI,IONIQ 6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Bainbridge Island,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Washougal,WA,2018,CHRYSLER,PACIFICA,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Pierce,Tacoma,WA,2022,HYUNDAI,IONIQ 5,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Arlington,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC
San Juan,Friday Harbor,WA,2023,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
King,Renton,WA,2021,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Clyde Hill,WA,2017,TESLA,MODEL X,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Walla Walla,Walla Walla,WA,2013,FORD,C-MAX,PHEV,Not Eligible,PACIFICORP
King,Mercer Island,WA,2023,VOLVO,XC60,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2022,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Woodland,WA,2024,CHEVROLET,BLAZER EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Woodinville,WA,2025,KIA,SORENTO,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Covington,WA,2022,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Maple Valley,WA,2023,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Federal Way,WA,2023,FISKER,OCEAN,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Burien,WA,2024,LEXUS,NX,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Gig Harbor,WA,2020,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
San Juan,Eastsound,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP
Pierce,Graham,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Carnation,WA,2022,FORD,F-150,BEV,Unknown,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP
Clark,Battle Ground,WA,2020,TESLA,MODEL X,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Snohomish,Brier,WA,2012,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC
Benton,Richland,WA,2024,HYUNDAI,IONIQ 5,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)
Pacific,Ocean Park,WA,2024,TESLA,CYBERTRUCK,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY
King,Sammamish,WA,2024,LUCID,AIR,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Ravensdale,WA,2019,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Camas,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Vashon,WA,2015,BMW,I3,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Dupont,WA,2023,MINI,HARDTOP,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Fircrest,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Kenmore,WA,2020,VOLVO,XC60,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,WA,2018,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Washougal,WA,2017,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Thurston,Lacey,WA,2015,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Monroe,WA,2023,HYUNDAI,TUCSON,PHEV,Eligible,PUGET SOUND ENERGY INC
Cowlitz,Longview,WA,2023,BMW,I4,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Milton,WA,2024,HYUNDAI,IONIQ 5,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2023,LEXUS,RZ,BEV,Unknown,PUGET SOUND ENERGY INC
Cowlitz,Kalama,WA,2012,TOYOTA,PRIUS PLUG-IN,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Island,Oak Harbor,WA,2022,VOLVO,XC60,PHEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Mountlake Terrace,WA,2018,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Clallam,Sequim,WA,2023,KIA,SORENTO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Pierce,Gig Harbor,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Pierce,Roy,WA,2015,FORD,C-MAX,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Shoreline,WA,2017,SMART,FORTWO,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pacific,Ilwaco,WA,2019,CHEVROLET,BOLT EV,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY
Snohomish,Mountlake Terrace,WA,2024,VOLVO,XC40,BEV,Unknown,PUGET SOUND ENERGY INC
King,Des Moines,WA,2020,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Renton,WA,2022,BMW,330E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2016,VOLVO,XC90,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Lynnwood,WA,2017,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Tacoma,WA,2019,JAGUAR,I-PACE,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Clark,Battle Ground,WA,2024,CHEVROLET,EQUINOX EV,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Burien,WA,2015,VOLKSWAGEN,E-GOLF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Douglas,East Wenatchee,WA,2022,TESLA,MODEL 3,BEV,Unknown,PUD NO 1 OF DOUGLAS COUNTY
King,Covington,WA,2016,CADILLAC,ELR,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Redmond,WA,2023,HYUNDAI,IONIQ 6,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2023,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Edmonds,WA,2023,BMW,X5,PHEV,Eligible,PUGET SOUND ENERGY INC
King,Shoreline,WA,2023,FORD,TRANSIT,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Burien,WA,2022,POLESTAR,PS2,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Snohomish,Marysville,WA,2023,HYUNDAI,IONIQ 5,BEV,Unknown,PUGET SOUND ENERGY INC
King,Snoqualmie,WA,2015,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Port Orchard,WA,2021,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Duvall,WA,2024,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kent,WA,2018,MERCEDES-BENZ,GLC-CLASS,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Toutle,WA,2022,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Burien,WA,2023,FISKER,OCEAN,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Island,Freeland,WA,2016,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
King,Maple Valley,WA,2024,KIA,SPORTAGE,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Black Diamond,WA,2014,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Camas,WA,2022,AUDI,E-TRON SPORTBACK,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Kitsap,Bremerton,WA,2020,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Kitsap,Hansville,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC
Spokane,Liberty Lake,WA,2022,NISSAN,LEAF,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
Skagit,Sedro-Woolley,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
King,Kenmore,WA,2014,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Snoqualmie,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,WA,2018,HONDA,CLARITY,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
King,Lake Forest Park,WA,2022,RIVIAN,R1S,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Sammamish,WA,2017,PORSCHE,CAYENNE,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Orting,WA,2023,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Burien,WA,2017,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Rochester,WA,2021,BMW,X3,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Hunts Point,WA,2023,TESLA,MODEL S,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Issaquah,WA,2024,VOLVO,XC90,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Mercer Island,WA,2020,HYUNDAI,KONA,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2024,TOYOTA,BZ4X,BEV,Unknown,PUGET SOUND ENERGY INC
King,Shoreline,WA,2020,HYUNDAI,IONIQ,PHEV,Not Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Federal Way,WA,2023,HYUNDAI,KONA ELECTRIC,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Shoreline,WA,2023,LEXUS,RZ,BEV,Unknown,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Bothell,WA,2021,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Tacoma,WA,2023,KIA,NIRO,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Whatcom,Bellingham,WA,2022,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
Yakima,Naches,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,PACIFICORP
King,Snoqualmie,WA,2023,KIA,SORENTO,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Eatonville,WA,2018,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||BENTON RURAL ELECTRIC ASSN|PENINSULA LIGHT COMPANY
Whatcom,Ferndale,WA,2018,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY
King,Snoqualmie,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Des Moines,WA,2021,NISSAN,LEAF,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Kalama,WA,2019,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Lake Forest Park,WA,2022,VOLVO,XC40,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2020,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC
Snohomish,Everett,WA,2016,BMW,X5,PHEV,Not Eligible,PUGET SOUND ENERGY INC
King,Maple Valley,WA,2016,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,North Bend,WA,2014,TESLA,MODEL S,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Monroe,WA,2024,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC
King,Normandy Park,WA,2023,POLESTAR,PS2,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,North Bend,WA,2022,CHRYSLER,PACIFICA,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Cowlitz,Kalama,WA,2023,FORD,MUSTANG MACH-E,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
Snohomish,Arlington,WA,2022,VOLVO,S60,PHEV,Eligible,PUGET SOUND ENERGY INC
King,Mercer Island,WA,2015,NISSAN,LEAF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2021,BMW,530E,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Snohomish,Brier,WA,2023,FORD,F-150,BEV,Unknown,PUGET SOUND ENERGY INC
Stevens,Kettle Falls,WA,2023,TESLA,MODEL Y,BEV,Unknown,AVISTA CORP
Clark,Ridgefield,WA,2022,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Issaquah,WA,2019,AUDI,E-TRON,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Snoqualmie,WA,2022,CHEVROLET,BOLT EUV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Yakima,Yakima,WA,2023,MERCEDES-BENZ,EQE-CLASS SUV,BEV,Unknown,PACIFICORP
King,Medina,WA,2019,PORSCHE,CAYENNE,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Fircrest,WA,2021,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY
Snohomish,Mill Creek,WA,2023,CHEVROLET,BOLT EUV,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Washougal,WA,2016,TESLA,MODEL S,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Kent,WA,2024,NISSAN,ARIYA,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Lake Forest Park,WA,2019,AUDI,E-TRON,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
King,Issaquah,WA,2024,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Battle Ground,WA,2023,KIA,EV6,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Amboy,WA,2023,AUDI,E-TRON,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
Clark,Battle Ground,WA,2013,CHEVROLET,VOLT,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
King,Mercer Island,WA,2022,TOYOTA,RAV4 PRIME,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Mason,Belfair,WA,2022,KIA,NIRO,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
King,Covington,WA,2022,VOLKSWAGEN,ID.4,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Woodinville,WA,2024,HYUNDAI,TUCSON,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Pierce,Bonney Lake,WA,2020,CHEVROLET,BOLT EV,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Black Diamond,WA,2021,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clark,Washougal,WA,2021,VOLVO,XC40,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
King,Seatac,WA,2024,SUBARU,SOLTERRA,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kenmore,WA,2020,AUDI,Q5 E,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Lynnwood,WA,2024,MERCEDES-BENZ,GLE-CLASS,PHEV,Eligible,PUGET SOUND ENERGY INC
King,Seatac,WA,2015,VOLKSWAGEN,E-GOLF,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Spokane,Spokane,WA,2019,TESLA,MODEL 3,BEV,Eligible,MODERN ELECTRIC WATER COMPANY
Snohomish,Stanwood,WA,2021,TESLA,MODEL Y,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Island,Langley,WA,2023,TESLA,MODEL 3,BEV,Unknown,PUGET SOUND ENERGY INC
Thurston,Rochester,WA,2012,CHEVROLET,VOLT,PHEV,Eligible,PUGET SOUND ENERGY INC
King,Mercer Island,WA,2021,TESLA,MODEL X,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2021,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Skamania,Washougal,WA,2019,TESLA,MODEL 3,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF SKAMANIA CO
Jefferson,Port Ludlow,WA,2024,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Clallam,Sequim,WA,2023,MITSUBISHI,OUTLANDER,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Island,Camano Island,WA,2022,BMW,X5,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY
Whitman,Pullman,WA,2023,LEXUS,RZ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Shoreline,WA,2018,KIA,SOUL EV,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Spokane,Liberty Lake,WA,2022,VOLVO,XC60,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY
King,Lake Forest Park,WA,2023,KIA,NIRO,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Klickitat,White Salmon,WA,2021,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY
King,Seattle,WA,2016,MITSUBISHI,I-MIEV,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Yakima,Zillah,WA,2011,NISSAN,LEAF,BEV,Eligible,PACIFICORP
King,Burien,WA,2020,TOYOTA,PRIUS PRIME,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Kent,WA,2021,CHEVROLET,BOLT EV,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Clallam,Sequim,WA,2024,KIA,NIRO,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY
Yakima,Moxee,WA,2024,CHEVROLET,BLAZER EV,BEV,Unknown,PACIFICORP
King,Seatac,WA,2024,LEXUS,NX,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Thurston,Olympia,WA,2023,KIA,SPORTAGE,PHEV,Eligible,PUGET SOUND ENERGY INC
Pierce,Puyallup,WA,2023,KIA,SPORTAGE,PHEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Snohomish,Edmonds,WA,2023,HYUNDAI,IONIQ 5,BEV,Unknown,PUGET SOUND ENERGY INC
Pierce,Lake Tapps,WA,2023,TESLA,MODEL Y,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Kitsap,Bremerton,WA,2024,CADILLAC,LYRIQ,BEV,Unknown,PUGET SOUND ENERGY INC
Clark,Camas,WA,2015,NISSAN,LEAF,BEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA)
King,Lake Forest Park,WA,2012,NISSAN,LEAF,BEV,Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
Cowlitz,Longview,WA,2024,CADILLAC,LYRIQ,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY
King,Mercer Island,WA,2020,TESLA,MODEL 3,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Covington,WA,2022,FORD,MUSTANG MACH-E,BEV,Unknown,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Duvall,WA,2016,BMW,X5,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
Skagit,Bow,WA,2024,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Kitsap,Indianola,WA,2023,JEEP,WRANGLER,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Snohomish,Brier,WA,2024,KIA,EV9,BEV,Unknown,PUGET SOUND ENERGY INC
Kitsap,Silverdale,WA,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible,PUGET SOUND ENERGY INC
Jefferson,Port Hadlock,WA,2024,HYUNDAI,TUCSON,PHEV,Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY
Mason,Belfair,WA,2023,TESLA,MODEL 3,BEV,Unknown,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY
King,Medina,WA,2020,PORSCHE,TAYCAN,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Seatac,WA,2017,FIAT,500,BEV,Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Des Moines,WA,2017,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
King,Maple Valley,WA,2019,FORD,FUSION,PHEV,Not Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
